"id";"descripcion";"provincia"
"1804";"SAN MARTÍN";"11"
"1805";"SAN PABLO";"11"
"1806";"SANTA ROSA DE CONLARA";"11"
"1807";"TALITA";"11"
"1808";"TILISARAO";"11"
"1809";"UNIÓN";"11"
"1810";"VILLA DE LA QUEBRADA";"11"
"1811";"VILLA DE PRAGA";"11"
"1812";"VILLA DEL CARMEN";"11"
"1813";"VILLA GRAL. ROCA";"11"
"1814";"VILLA LARCA";"11"
"1815";"VILLA MERCEDES";"11"
"1816";"ZANJITAS";"11"
"1817";"CALAFATE";"23"
"1818";"CALETA OLIVIA";"23"
"1819";"CAÑADÓN SECO";"23"
"1820";"COMANDANTE PIEDRABUENA";"23"
"1821";"EL CALAFATE";"23"
"1822";"EL CHALTÉN";"23"
"1823";"GDOR. GREGORES";"23"
"1824";"HIPÓLITO YRIGOYEN";"23"
"1825";"JARAMILLO";"23"
"1826";"KOLUEL KAIKE";"23"
"1827";"LAS HERAS";"23"
"1828";"LOS ANTIGUOS";"23"
"1829";"PERITO MORENO";"23"
"1830";"PICO TRUNCADO";"23"
"1831";"PTO. DESEADO";"23"
"1832";"PTO. SAN JULIÁN";"23"
"1833";"PTO. 21";"23"
"1834";"RÍO CUARTO";"23"
"1835";"RÍO GALLEGOS";"23"
"1836";"RÍO TURBIO";"23"
"1837";"TRES LAGOS";"23"
"1838";"VEINTIOCHO DE NOVIEMBRE";"23"
"1839";"AARÓN CASTELLANOS";"12"
"1840";"ACEBAL";"12"
"1841";"AGUARÁ GRANDE";"12"
"1842";"ALBARELLOS";"12"
"1843";"ALCORTA";"12"
"1844";"ALDAO";"12"
"1845";"ALEJANDRA";"12"
"1846";"ÁLVAREZ";"12"
"1847";"AMBROSETTI";"12"
"1848";"AMENÁBAR";"12"
"1849";"ANGÉLICA";"12"
"1850";"ANGELONI";"12"
"1851";"AREQUITO";"12"
"1852";"ARMINDA";"12"
"1853";"ARMSTRONG";"12"
"1854";"AROCENA";"12"
"1855";"ARROYO AGUIAR";"12"
"1856";"ARROYO CEIBAL";"12"
"1857";"ARROYO LEYES";"12"
"1858";"ARROYO SECO";"12"
"1859";"ARRUFÓ";"12"
"1860";"ARTEAGA";"12"
"1861";"ATALIVA";"12"
"1862";"AURELIA";"12"
"1863";"AVELLANEDA";"12"
"1864";"BARRANCAS";"12"
"1865";"BAUER Y SIGEL";"12"
"1866";"BELLA ITALIA";"12"
"1867";"BERABEVÚ";"12"
"1868";"BERNA";"12"
"1869";"BERNARDO DE IRIGOYEN";"12"
"1870";"BIGAND";"12"
"1871";"BOMBAL";"12"
"1872";"BOUQUET";"12"
"1873";"BUSTINZA";"12"
"1874";"CABAL";"12"
"1875";"CACIQUE ARIACAIQUIN";"12"
"1876";"CAFFERATA";"12"
"1877";"CALCHAQUÍ";"12"
"1878";"CAMPO ANDINO";"12"
"1879";"CAMPO PIAGGIO";"12"
"1880";"CAÑADA DE GÓMEZ";"12"
"1881";"CAÑADA DEL UCLE";"12"
"1882";"CAÑADA RICA";"12"
"1883";"CAÑADA ROSQUÍN";"12"
"1884";"CANDIOTI";"12"
"1885";"CAPITAL";"12"
"1886";"CAPITÁN BERMÚDEZ";"12"
"1887";"CAPIVARA";"12"
"1888";"CARCARAÑÁ";"12"
"1889";"CARLOS PELLEGRINI";"12"
"1890";"CARMEN";"12"
"1891";"CARMEN DEL SAUCE";"12"
"1892";"CARRERAS";"12"
"1893";"CARRIZALES";"12"
"1894";"CASALEGNO";"12"
"1895";"CASAS";"12"
"1896";"CASILDA";"12"
"1897";"CASTELAR";"12"
"1898";"CASTELLANOS";"12"
"1899";"CAYASTÁ";"12"
"1900";"CAYASTACITO";"12"
"1901";"CENTENO";"12"
"1902";"CEPEDA";"12"
"1903";"CERES";"12"
"1904";"CHABÁS";"12"
"1905";"CHAÑAR LADEADO";"12"
"1906";"CHAPUY";"12"
"1907";"CHOVET";"12"
"1908";"CHRISTOPHERSEN";"12"
"1909";"CLASSON";"12"
"1910";"CNEL. ARNOLD";"12"
"1911";"CNEL. BOGADO";"12"
"1912";"CNEL. DOMINGUEZ";"12"
"1913";"CNEL. FRAGA";"12"
"1914";"COL. ALDAO";"12"
"1915";"COL. ANA";"12"
"1916";"COL. BELGRANO";"12"
"1917";"COL. BICHA";"12"
"1918";"COL. BIGAND";"12"
"1919";"COL. BOSSI";"12"
"1920";"COL. CAVOUR";"12"
"1921";"COL. CELLO";"12"
"1922";"COL. DOLORES";"12"
"1923";"COL. DOS ROSAS";"12"
"1924";"COL. DURÁN";"12"
"1925";"COL. ITURRASPE";"12"
"1926";"COL. MARGARITA";"12"
"1927";"COL. MASCIAS";"12"
"1928";"COL. RAQUEL";"12"
"1929";"COL. ROSA";"12"
"1930";"COL. SAN JOSÉ";"12"
"1931";"CONSTANZA";"12"
"1932";"CORONDA";"12"
"1933";"CORREA";"12"
"1934";"CRISPI";"12"
"1935";"CULULÚ";"12"
"1936";"CURUPAYTI";"12"
"1937";"DESVIO ARIJÓN";"12"
"1938";"DIAZ";"12"
"1939";"DIEGO DE ALVEAR";"12"
"1940";"EGUSQUIZA";"12"
"1941";"EL ARAZÁ";"12"
"1942";"EL RABÓN";"12"
"1943";"EL SOMBRERITO";"12"
"1944";"EL TRÉBOL";"12"
"1945";"ELISA";"12"
"1946";"ELORTONDO";"12"
"1947";"EMILIA";"12"
"1948";"EMPALME SAN CARLOS";"12"
"1949";"EMPALME VILLA CONSTITUCION";"12"
"1950";"ESMERALDA";"12"
"1951";"ESPERANZA";"12"
"1952";"ESTACIÓN ALVEAR";"12"
"1953";"ESTACION CLUCELLAS";"12"
"1954";"ESTEBAN RAMS";"12"
"1955";"ESTHER";"12"
"1956";"ESUSTOLIA";"12"
"1957";"EUSEBIA";"12"
"1958";"FELICIA";"12"
"1959";"FIDELA";"12"
"1960";"FIGHIERA";"12"
"1961";"FIRMAT";"12"
"1962";"FLORENCIA";"12"
"1963";"FORTÍN OLMOS";"12"
"1964";"FRANCK";"12"
"1965";"FRAY LUIS BELTRÁN";"12"
"1966";"FRONTERA";"12"
"1967";"FUENTES";"12"
"1968";"FUNES";"12"
"1969";"GABOTO";"12"
"1970";"GALISTEO";"12"
"1971";"GÁLVEZ";"12"
"1972";"GARABALTO";"12"
"1973";"GARIBALDI";"12"
"1974";"GATO COLORADO";"12"
"1975";"GDOR. CRESPO";"12"
"1976";"GESSLER";"12"
"1977";"GODOY";"12"
"1978";"GOLONDRINA";"12"
"1979";"GRAL. GELLY";"12"
"1980";"GRAL. LAGOS";"12"
"1981";"GRANADERO BAIGORRIA";"12"
"1982";"GREGORIA PEREZ DE DENIS";"12"
"1983";"GRUTLY";"12"
"1984";"GUADALUPE N.";"12"
"1985";"GÖDEKEN";"12"
"1986";"HELVECIA";"12"
"1987";"HERSILIA";"12"
"1988";"HIPATÍA";"12"
"1989";"HUANQUEROS";"12"
"1990";"HUGENTOBLER";"12"
"1991";"HUGHES";"12"
"1992";"HUMBERTO 1º";"12"
"1993";"HUMBOLDT";"12"
"1994";"IBARLUCEA";"12"
"1995";"ING. CHANOURDIE";"12"
"1996";"INTIYACO";"12"
"1997";"ITUZAINGÓ";"12"
"1998";"JACINTO L. ARÁUZ";"12"
"1999";"JOSEFINA";"12"
"2000";"JUAN B. MOLINA";"12"
"2001";"JUAN DE GARAY";"12"
"2002";"JUNCAL";"12"
"2003";"LA BRAVA";"12"
"2004";"LA CABRAL";"12"
"2005";"LA CAMILA";"12"
"2006";"LA CHISPA";"12"
"2007";"LA CLARA";"12"
"2008";"LA CRIOLLA";"12"
"2009";"LA GALLARETA";"12"
"2010";"LA LUCILA";"12"
"2011";"LA PELADA";"12"
"2012";"LA PENCA";"12"
"2013";"LA RUBIA";"12"
"2014";"LA SARITA";"12"
"2015";"LA VANGUARDIA";"12"
"2016";"LABORDEBOY";"12"
"2017";"LAGUNA PAIVA";"12"
"2018";"LANDETA";"12"
"2019";"LANTERI";"12"
"2020";"LARRECHEA";"12"
"2021";"LAS AVISPAS";"12"
"2022";"LAS BANDURRIAS";"12"
"2023";"LAS GARZAS";"12"
"2024";"LAS PALMERAS";"12"
"2025";"LAS PAREJAS";"12"
"2026";"LAS PETACAS";"12"
"2027";"LAS ROSAS";"12"
"2028";"LAS TOSCAS";"12"
"2029";"LAS TUNAS";"12"
"2030";"LAZZARINO";"12"
"2031";"LEHMANN";"12"
"2032";"LLAMBI CAMPBELL";"12"
"2033";"LOGROÑO";"12"
"2034";"LOMA ALTA";"12"
"2035";"LÓPEZ";"12"
"2036";"LOS AMORES";"12"
"2037";"LOS CARDOS";"12"
"2038";"LOS LAURELES";"12"
"2039";"LOS MOLINOS";"12"
"2040";"LOS QUIRQUINCHOS";"12"
"2041";"LUCIO V. LOPEZ";"12"
"2042";"LUIS PALACIOS";"12"
"2043";"MA. JUANA";"12"
"2044";"MA. LUISA";"12"
"2045";"MA. SUSANA";"12"
"2046";"MA. TERESA";"12"
"2047";"MACIEL";"12"
"2048";"MAGGIOLO";"12"
"2049";"MALABRIGO";"12"
"2050";"MARCELINO ESCALADA";"12"
"2051";"MARGARITA";"12"
"2052";"MATILDE";"12"
"2053";"MAUÁ";"12"
"2054";"MÁXIMO PAZ";"12"
"2055";"MELINCUÉ";"12"
"2056";"MIGUEL TORRES";"12"
"2057";"MOISÉS VILLE";"12"
"2058";"MONIGOTES";"12"
"2059";"MONJE";"12"
"2060";"MONTE OBSCURIDAD";"12"
"2061";"MONTE VERA";"12"
"2062";"MONTEFIORE";"12"
"2063";"MONTES DE OCA";"12"
"2064";"MURPHY";"12"
"2065";"ÑANDUCITA";"12"
"2066";"NARÉ";"12"
"2067";"NELSON";"12"
"2068";"NICANOR E. MOLINAS";"12"
"2069";"NUEVO TORINO";"12"
"2070";"OLIVEROS";"12"
"2071";"PALACIOS";"12"
"2072";"PAVÓN";"12"
"2073";"PAVÓN ARRIBA";"12"
"2074";"PEDRO GÓMEZ CELLO";"12"
"2075";"PÉREZ";"12"
"2076";"PEYRANO";"12"
"2077";"PIAMONTE";"12"
"2078";"PILAR";"12"
"2079";"PIÑERO";"12"
"2080";"PLAZA CLUCELLAS";"12"
"2081";"PORTUGALETE";"12"
"2082";"POZO BORRADO";"12"
"2083";"PROGRESO";"12"
"2084";"PROVIDENCIA";"12"
"2085";"PTE. ROCA";"12"
"2086";"PUEBLO ANDINO";"12"
"2087";"PUEBLO ESTHER";"12"
"2088";"PUEBLO GRAL. SAN MARTÍN";"12"
"2089";"PUEBLO IRIGOYEN";"12"
"2090";"PUEBLO MARINI";"12"
"2091";"PUEBLO MUÑOZ";"12"
"2092";"PUEBLO URANGA";"12"
"2093";"PUJATO";"12"
"2094";"PUJATO N.";"12"
"2095";"RAFAELA";"12"
"2096";"RAMAYÓN";"12"
"2097";"RAMONA";"12"
"2098";"RECONQUISTA";"12"
"2099";"RECREO";"12"
"2100";"RICARDONE";"12"
"2101";"RIVADAVIA";"12"
"2102";"ROLDÁN";"12"
"2103";"ROMANG";"12"
"2104";"ROSARIO";"12"
"2105";"RUEDA";"12"
"2106";"RUFINO";"12"
"2107";"SA PEREIRA";"12"
"2108";"SAGUIER";"12"
"2109";"SALADERO M. CABAL";"12"
"2110";"SALTO GRANDE";"12"
"2111";"SAN AGUSTÍN";"12"
"2112";"SAN ANTONIO DE OBLIGADO";"12"
"2113";"SAN BERNARDO (N.J.)";"12"
"2114";"SAN BERNARDO (S.J.)";"12"
"2115";"SAN CARLOS CENTRO";"12"
"2116";"SAN CARLOS N.";"12"
"2117";"SAN CARLOS S.";"12"
"2118";"SAN CRISTÓBAL";"12"
"2119";"SAN EDUARDO";"12"
"2120";"SAN EUGENIO";"12"
"2121";"SAN FABIÁN";"12"
"2122";"SAN FCO. DE SANTA FÉ";"12"
"2123";"SAN GENARO";"12"
"2124";"SAN GENARO N.";"12"
"2125";"SAN GREGORIO";"12"
"2126";"SAN GUILLERMO";"12"
"2127";"SAN JAVIER";"12"
"2128";"SAN JERÓNIMO DEL SAUCE";"12"
"2129";"SAN JERÓNIMO N.";"12"
"2130";"SAN JERÓNIMO S.";"12"
"2131";"SAN JORGE";"12"
"2132";"SAN JOSÉ DE LA ESQUINA";"12"
"2133";"SAN JOSÉ DEL RINCÓN";"12"
"2134";"SAN JUSTO";"12"
"2135";"SAN LORENZO";"12"
"2136";"SAN MARIANO";"12"
"2137";"SAN MARTÍN DE LAS ESCOBAS";"12"
"2138";"SAN MARTÍN N.";"12"
"2139";"SAN VICENTE";"12"
"2140";"SANCTI SPITITU";"12"
"2141";"SANFORD";"12"
"2142";"SANTO DOMINGO";"12"
"2143";"SANTO TOMÉ";"12"
"2144";"SANTURCE";"12"
"2145";"SARGENTO CABRAL";"12"
"2146";"SARMIENTO";"12"
"2147";"SASTRE";"12"
"2148";"SAUCE VIEJO";"12"
"2149";"SERODINO";"12"
"2150";"SILVA";"12"
"2151";"SOLDINI";"12"
"2152";"SOLEDAD";"12"
"2153";"SOUTOMAYOR";"12"
"2154";"STA. CLARA DE BUENA VISTA";"12"
"2155";"STA. CLARA DE SAGUIER";"12"
"2156";"STA. ISABEL";"12"
"2157";"STA. MARGARITA";"12"
"2158";"STA. MARIA CENTRO";"12"
"2159";"STA. MARÍA N.";"12"
"2160";"STA. ROSA";"12"
"2161";"STA. TERESA";"12"
"2162";"SUARDI";"12"
"2163";"SUNCHALES";"12"
"2164";"SUSANA";"12"
"2165";"TACUARENDÍ";"12"
"2166";"TACURAL";"12"
"2167";"TARTAGAL";"12"
"2168";"TEODELINA";"12"
"2169";"THEOBALD";"12"
"2170";"TIMBÚES";"12"
"2171";"TOBA";"12"
"2172";"TORTUGAS";"12"
"2173";"TOSTADO";"12"
"2174";"TOTORAS";"12"
"2175";"TRAILL";"12"
"2176";"VENADO TUERTO";"12"
"2177";"VERA";"12"
"2178";"VERA Y PINTADO";"12"
"2179";"VIDELA";"12"
"2180";"VILA";"12"
"2181";"VILLA AMELIA";"12"
"2182";"VILLA ANA";"12"
"2183";"VILLA CAÑAS";"12"
"2184";"VILLA CONSTITUCIÓN";"12"
"2185";"VILLA ELOÍSA";"12"
"2186";"VILLA GDOR. GÁLVEZ";"12"
"2187";"VILLA GUILLERMINA";"12"
"2188";"VILLA MINETTI";"12"
"2189";"VILLA MUGUETA";"12"
"2190";"VILLA OCAMPO";"12"
"2191";"VILLA SAN JOSÉ";"12"
"2192";"VILLA SARALEGUI";"12"
"2193";"VILLA TRINIDAD";"12"
"2194";"VILLADA";"12"
"2195";"VIRGINIA";"12"
"2196";"WHEELWRIGHT";"12"
"2197";"ZAVALLA";"12"
"2198";"ZENÓN PEREIRA";"12"
"2199";"AÑATUYA";"13"
"2200";"ÁRRAGA";"13"
"2201";"BANDERA";"13"
"2202";"BANDERA BAJADA";"13"
"2203";"BELTRÁN";"13"
"2204";"BREA POZO";"13"
"2205";"CAMPO GALLO";"13"
"2206";"CAPITAL";"13"
"2207";"CHILCA JULIANA";"13"
"2208";"CHOYA";"13"
"2209";"CLODOMIRA";"13"
"2210";"COL. ALPINA";"13"
"2211";"COL. DORA";"13"
"2212";"COL. EL SIMBOLAR ROBLES";"13"
"2213";"EL BOBADAL";"13"
"2214";"EL CHARCO";"13"
"2215";"EL MOJÓN";"13"
"2216";"ESTACIÓN ATAMISQUI";"13"
"2217";"ESTACIÓN SIMBOLAR";"13"
"2218";"FERNÁNDEZ";"13"
"2219";"FORTÍN INCA";"13"
"2220";"FRÍAS";"13"
"2221";"GARZA";"13"
"2222";"GRAMILLA";"13"
"2223";"GUARDIA ESCOLTA";"13"
"2224";"HERRERA";"13"
"2225";"ICAÑO";"13"
"2226";"ING. FORRES";"13"
"2227";"LA BANDA";"13"
"2228";"LA CAÑADA";"13"
"2229";"LAPRIDA";"13"
"2230";"LAVALLE";"13"
"2231";"LORETO";"13"
"2232";"LOS JURÍES";"13"
"2233";"LOS NÚÑEZ";"13"
"2234";"LOS PIRPINTOS";"13"
"2235";"LOS QUIROGA";"13"
"2236";"LOS TELARES";"13"
"2237";"LUGONES";"13"
"2238";"MALBRÁN";"13"
"2239";"MATARA";"13"
"2240";"MEDELLÍN";"13"
"2241";"MONTE QUEMADO";"13"
"2242";"NUEVA ESPERANZA";"13"
"2243";"NUEVA FRANCIA";"13"
"2244";"PALO NEGRO";"13"
"2245";"PAMPA DE LOS GUANACOS";"13"
"2246";"PINTO";"13"
"2247";"POZO HONDO";"13"
"2248";"QUIMILÍ";"13"
"2249";"REAL SAYANA";"13"
"2250";"SACHAYOJ";"13"
"2251";"SAN PEDRO DE GUASAYÁN";"13"
"2252";"SELVA";"13"
"2253";"SOL DE JULIO";"13"
"2254";"SUMAMPA";"13"
"2255";"SUNCHO CORRAL";"13"
"2256";"TABOADA";"13"
"2257";"TAPSO";"13"
"2258";"TERMAS DE RIO HONDO";"13"
"2259";"TINTINA";"13"
"2260";"TOMAS YOUNG";"13"
"2261";"VILELAS";"13"
"2262";"VILLA ATAMISQUI";"13"
"2263";"VILLA LA PUNTA";"13"
"2264";"VILLA OJO DE AGUA";"13"
"2265";"VILLA RÍO HONDO";"13"
"2266";"VILLA SALAVINA";"13"
"2267";"VILLA UNIÓN";"13"
"2268";"VILMER";"13"
"2269";"WEISBURD";"13"
"2270";"RÍO GRANDE";"24"
"2271";"TOLHUIN";"24"
"2272";"USHUAIA";"24"
"2273";"ACHERAL";"14"
"2274";"AGUA DULCE";"14"
"2275";"AGUILARES";"14"
"2276";"ALDERETES";"14"
"2277";"ALPACHIRI";"14"
"2278";"ALTO VERDE";"14"
"2279";"AMAICHA DEL VALLE";"14"
"2280";"AMBERES";"14"
"2281";"ANCAJULI";"14"
"2282";"ARCADIA";"14"
"2283";"ATAHONA";"14"
"2284";"BANDA DEL RÍO SALI";"14"
"2285";"BELLA VISTA";"14"
"2286";"BUENA VISTA";"14"
"2287";"BURRUYACÚ";"14"
"2288";"CAPITÁN CÁCERES";"14"
"2289";"CEVIL REDONDO";"14"
"2290";"CHOROMORO";"14"
"2291";"CIUDACITA";"14"
"2292";"COLALAO DEL VALLE";"14"
"2293";"COLOMBRES";"14"
"2294";"CONCEPCIÓN";"14"
"2295";"DELFÍN GALLO";"14"
"2296";"EL BRACHO";"14"
"2297";"EL CADILLAL";"14"
"2298";"EL CERCADO";"14"
"2299";"EL CHAÑAR";"14"
"2300";"EL MANANTIAL";"14"
"2301";"EL MOJÓN";"14"
"2302";"EL MOLLAR";"14"
"2303";"EL NARANJITO";"14"
"2304";"EL NARANJO";"14"
"2305";"EL POLEAR";"14"
"2306";"EL PUESTITO";"14"
"2307";"EL SACRIFICIO";"14"
"2308";"EL TIMBÓ";"14"
"2309";"ESCABA";"14"
"2310";"ESQUINA";"14"
"2311";"ESTACIÓN ARÁOZ";"14"
"2312";"FAMAILLÁ";"14"
"2313";"GASTONE";"14"
"2314";"GDOR. GARMENDIA";"14"
"2315";"GDOR. PIEDRABUENA";"14"
"2316";"GRANEROS";"14"
"2317";"HUASA PAMPA";"14"
"2318";"J. B. ALBERDI";"14"
"2319";"LA COCHA";"14"
"2320";"LA ESPERANZA";"14"
"2321";"LA FLORIDA";"14"
"2322";"LA RAMADA";"14"
"2323";"LA TRINIDAD";"14"
"2324";"LAMADRID";"14"
"2325";"LAS CEJAS";"14"
"2326";"LAS TALAS";"14"
"2327";"LAS TALITAS";"14"
"2328";"LOS BULACIO";"14"
"2329";"LOS GÓMEZ";"14"
"2330";"LOS NOGALES";"14"
"2331";"LOS PEREYRA";"14"
"2332";"LOS PÉREZ";"14"
"2333";"LOS PUESTOS";"14"
"2334";"LOS RALOS";"14"
"2335";"LOS SARMIENTOS";"14"
"2336";"LOS SOSA";"14"
"2337";"LULES";"14"
"2338";"M. GARCÍA FERNÁNDEZ";"14"
"2339";"MANUELA PEDRAZA";"14"
"2340";"MEDINAS";"14"
"2341";"MONTE BELLO";"14"
"2342";"MONTEAGUDO";"14"
"2343";"MONTEROS";"14"
"2344";"PADRE MONTI";"14"
"2345";"PAMPA MAYO";"14"
"2346";"QUILMES";"14"
"2347";"RACO";"14"
"2348";"RANCHILLOS";"14"
"2349";"RÍO CHICO";"14"
"2350";"RÍO COLORADO";"14"
"2351";"RÍO SECO";"14"
"2352";"RUMI PUNCO";"14"
"2353";"SAN ANDRÉS";"14"
"2354";"SAN FELIPE";"14"
"2355";"SAN IGNACIO";"14"
"2356";"SAN JAVIER";"14"
"2357";"SAN JOSÉ";"14"
"2358";"SAN MIGUEL DE 25";"14"
"2359";"SAN PEDRO";"14"
"2360";"SAN PEDRO DE COLALAO";"14"
"2361";"SANTA ROSA DE LEALES";"14"
"2362";"SGTO. MOYA";"14"
"2363";"SIETE DE ABRIL";"14"
"2364";"SIMOCA";"14"
"2365";"SOLDADO MALDONADO";"14"
"2366";"STA. ANA";"14"
"2367";"STA. CRUZ";"14"
"2368";"STA. LUCÍA";"14"
"2369";"TACO RALO";"14"
"2370";"TAFÍ DEL VALLE";"14"
"2371";"TAFÍ VIEJO";"14"
"2372";"TAPIA";"14"
"2373";"TENIENTE BERDINA";"14"
"2374";"TRANCAS";"14"
"2375";"VILLA BELGRANO";"14"
"2376";"VILLA BENJAMÍN ARAOZ";"14"
"2377";"VILLA CHILIGASTA";"14"
"2378";"VILLA DE LEALES";"14"
"2379";"VILLA QUINTEROS";"14"
"2380";"YÁNIMA";"14"
"2381";"YERBA BUENA";"14"
"2382";"YERBA BUENA (S)";"14"
"2383";"VICTORIA";"1"
"2384";"CAPITAL FEDERAL";"0"
"2385";"BENAVIDEZ";"1"
"2386";"PTE. DERQUI";"1"
"2387";"LÓPEZ CAMELO";"1"
"5410";"LEZAMA";"1"
"5411";"MARI LAUQUEN";"1"
